,Year,Month,Anomaly-Gl,Uncertainty-Gl,Anomaly-NH,Uncertainty-NH,Anomaly-SH,Uncertainty-SH
1744,1898,5,-0.452,0.346,-0.226,0.197,-0.748,0.498
1745,1898,6,-0.052,0.273,0.086,0.162,-0.016,0.568
1746,1898,7,-0.236,0.339,-0.108,0.154,-0.444,0.504
1747,1898,8,-0.284,0.362,-0.092,0.218,-0.535,0.478
1748,1898,9,-0.316,0.259,-0.203,0.156,-0.404,0.435
1749,1898,10,-0.413,0.232,-0.494,0.156,-0.558,0.481
1750,1898,11,-0.575,0.238,-0.553,0.234,-0.484,0.537
1751,1898,12,-0.095,0.256,-0.153,0.163,-0.381,0.474
1752,1899,1,0.095,0.256,0.236,0.18,-0.53,0.443
1753,1899,2,-0.72,0.274,-0.718,0.205,-0.652,0.432
1754,1899,3,-0.614,0.256,-0.563,0.279,-0.541,0.42
1755,1899,4,0.075,0.295,0.051,0.41,-0.057,0.62
1756,1899,5,-0.185,0.359,0.02,0.253,-0.378,0.506
1757,1899,6,-0.454,0.292,-0.231,0.176,-0.663,0.435
1758,1899,7,-0.111,0.384,-0.028,0.239,-0.143,0.511
1759,1899,8,-0.089,0.39,0.006,0.236,-0.083,0.543
1760,1899,9,0.075,0.308,0.175,0.149,0.014,0.438
1761,1899,10,0.16,0.271,0.233,0.199,-0.416,0.515
1762,1899,11,0.529,0.233,0.81,0.262,-0.115,0.523
1763,1899,12,-0.517,0.308,-0.819,0.229,-0.201,0.615
1764,1900,1,-0.953,0.324,-1.244,0.187,-0.361,0.465
1765,1900,2,-0.0,0.252,-0.078,0.255,0.334,0.577
1766,1900,3,0.252,0.221,0.384,0.181,0.098,0.545
1767,1900,4,-0.049,0.312,-0.096,0.149,-0.045,0.474
1768,1900,5,0.187,0.326,0.346,0.214,0.121,0.512
1769,1900,6,-0.065,0.279,-0.018,0.226,0.181,0.46
1770,1900,7,-0.108,0.361,-0.1,0.149,0.051,0.507
1771,1900,8,-0.036,0.347,0.03,0.25,0.066,0.477
1772,1900,9,-0.063,0.269,-0.034,0.179,0.025,0.428
1773,1900,10,0.498,0.213,0.412,0.165,0.33,0.432
1774,1900,11,-0.235,0.203,-0.338,0.231,0.131,0.446
1775,1900,12,0.16,0.247,0.023,0.287,0.04,0.427
1776,1901,1,-0.326,0.327,-0.455,0.262,-0.26,0.349
1777,1901,2,0.012,0.279,0.09,0.302,-0.151,0.583
1778,1901,3,0.368,0.226,0.698,0.215,-0.222,0.432
1779,1901,4,0.286,0.279,0.455,0.136,-0.272,0.395
1780,1901,5,-0.096,0.34,0.014,0.161,-0.052,0.451
1781,1901,6,-0.03,0.267,0.115,0.141,-0.045,0.402
1782,1901,7,0.015,0.35,0.17,0.158,-0.182,0.459
1783,1901,8,-0.02,0.36,0.081,0.166,0.006,0.451
1784,1901,9,-0.105,0.27,-0.161,0.21,0.244,0.424
1785,1901,10,-0.185,0.252,-0.365,0.198,-0.105,0.432
1786,1901,11,-0.08,0.316,-0.095,0.228,0.023,0.431
1787,1901,12,-0.158,0.277,-0.387,0.235,-0.082,0.592
1788,1902,1,0.126,0.275,0.206,0.25,-0.29,0.467
1789,1902,2,0.465,0.261,0.716,0.204,-0.068,0.506
1790,1902,3,-0.383,0.326,-0.285,0.165,-0.379,0.441
1791,1902,4,-0.284,0.312,-0.461,0.165,-0.004,0.399
1792,1902,5,-0.385,0.337,-0.456,0.185,0.144,0.455
1793,1902,6,-0.201,0.27,-0.233,0.175,0.229,0.487
1794,1902,7,-0.114,0.346,-0.13,0.16,0.121,0.475
1795,1902,8,-0.291,0.369,-0.086,0.145,-0.558,0.483
1796,1902,9,-0.325,0.266,-0.31,0.17,-0.14,0.497
1797,1902,10,-0.422,0.234,-0.545,0.162,-0.464,0.373
1798,1902,11,-0.788,0.191,-0.917,0.247,-0.357,0.495
1799,1902,12,-0.822,0.218,-1.169,0.207,-0.385,0.499
1800,1903,1,-0.027,0.286,-0.015,0.226,-0.253,0.439
1801,1903,2,0.354,0.248,0.545,0.178,-0.057,0.492
1802,1903,3,-0.291,0.276,-0.259,0.219,-0.109,0.437
1803,1903,4,-0.402,0.308,-0.435,0.184,-0.401,0.431
1804,1903,5,-0.485,0.314,-0.373,0.21,-0.425,0.431
1805,1903,6,-0.575,0.249,-0.53,0.204,-0.321,0.411
1806,1903,7,-0.338,0.339,-0.339,0.129,-0.205,0.496
1807,1903,8,-0.439,0.34,-0.445,0.132,-0.183,0.443
1808,1903,9,-0.62,0.303,-0.572,0.124,-0.486,0.447
1809,1903,10,-0.398,0.215,-0.454,0.18,-0.625,0.395
1810,1903,11,-0.49,0.214,-0.374,0.231,-0.648,0.377
1811,1903,12,-0.64,0.211,-0.663,0.184,-0.973,0.48
1812,1904,1,-0.789,0.246,-0.786,0.146,-1.022,0.4
1813,1904,2,-0.816,0.253,-0.621,0.147,-1.167,0.367
1814,1904,3,-0.724,0.195,-0.484,0.155,-1.059,0.408
1815,1904,4,-0.577,0.269,-0.629,0.194,-0.557,0.376
1816,1904,5,-0.449,0.309,-0.248,0.22,-0.55,0.443
1817,1904,6,-0.478,0.262,-0.323,0.213,-0.504,0.396
1818,1904,7,-0.542,0.36,-0.527,0.273,-0.332,0.437
1819,1904,8,-0.418,0.371,-0.254,0.312,-0.539,0.458
1820,1904,9,-0.717,0.251,-0.635,0.209,-0.719,0.423
1821,1904,10,-0.455,0.205,-0.402,0.184,-0.909,0.347
1822,1904,11,0.162,0.192,0.407,0.16,-0.4,0.434
1823,1904,12,-0.225,0.201,-0.173,0.255,-0.73,0.448
1824,1905,1,-0.24,0.228,-0.194,0.174,-0.469,0.41
1825,1905,2,-1.161,0.236,-1.256,0.235,-0.799,0.437
1826,1905,3,-0.532,0.205,-0.423,0.179,-0.533,0.399
1827,1905,4,-0.492,0.27,-0.604,0.141,-0.288,0.472
1828,1905,5,-0.295,0.315,-0.249,0.213,-0.008,0.432
1829,1905,6,-0.308,0.266,-0.289,0.183,0.047,0.383
1830,1905,7,-0.235,0.319,-0.108,0.157,-0.328,0.461
1831,1905,8,-0.268,0.336,-0.132,0.201,-0.351,0.455
1832,1905,9,-0.326,0.266,-0.185,0.176,-0.491,0.383
1833,1905,10,-0.228,0.224,-0.325,0.138,-0.33,0.4
1834,1905,11,0.084,0.249,0.275,0.163,-0.221,0.4
1835,1905,12,-0.179,0.205,-0.32,0.184,-0.206,0.352
1836,1906,1,-0.464,0.213,-0.721,0.147,0.073,0.388
1837,1906,2,-0.772,0.245,-0.927,0.141,-0.201,0.469
1838,1906,3,-0.322,0.216,-0.089,0.119,-0.628,0.401
1839,1906,4,0.353,0.269,0.476,0.15,-0.022,0.378
1840,1906,5,-0.056,0.302,0.023,0.186,0.155,0.437
1841,1906,6,-0.11,0.272,0.098,0.238,-0.202,0.466
1842,1906,7,-0.2,0.337,-0.156,0.131,-0.075,0.438
1843,1906,8,-0.161,0.361,-0.002,0.193,-0.27,0.425
1844,1906,9,-0.328,0.264,-0.169,0.098,-0.468,0.401
1845,1906,10,0.037,0.227,0.046,0.141,-0.322,0.383
1846,1906,11,-0.518,0.259,-0.459,0.18,-0.548,0.402
1847,1906,12,0.202,0.209,0.312,0.28,-0.542,0.452
1848,1907,1,-0.707,0.228,-0.793,0.21,-0.618,0.461
1849,1907,2,-0.952,0.217,-1.029,0.166,-0.628,0.334
1850,1907,3,-0.62,0.186,-0.508,0.163,-0.598,0.378
1851,1907,4,-0.614,0.295,-0.671,0.152,-0.643,0.394
1852,1907,5,-0.898,0.316,-0.849,0.219,-0.694,0.443
1853,1907,6,-0.721,0.244,-0.642,0.165,-0.539,0.381
1854,1907,7,-0.555,0.334,-0.457,0.128,-0.576,0.478
1855,1907,8,-0.477,0.353,-0.326,0.133,-0.564,0.433
1856,1907,9,-0.392,0.264,-0.328,0.13,-0.38,0.396
1857,1907,10,0.019,0.231,0.046,0.14,-0.366,0.411
1858,1907,11,-0.801,0.262,-0.8,0.206,-0.668,0.438
1859,1907,12,-0.559,0.213,-0.687,0.226,-0.612,0.353
1860,1908,1,-0.254,0.275,-0.327,0.222,-0.242,0.439
1861,1908,2,-0.261,0.304,-0.123,0.221,-0.477,0.418
1862,1908,3,-1.043,0.225,-1.058,0.242,-0.698,0.39
1863,1908,4,-0.401,0.302,-0.384,0.272,-0.591,0.421
1864,1908,5,-0.147,0.326,0.083,0.197,-0.406,0.441
1865,1908,6,-0.177,0.28,0.032,0.164,-0.38,0.437
1866,1908,7,-0.134,0.347,-0.033,0.183,-0.213,0.454
1867,1908,8,-0.453,0.353,-0.302,0.168,-0.605,0.459
1868,1908,9,-0.115,0.278,0.058,0.163,-0.367,0.4
1869,1908,10,-0.359,0.233,-0.348,0.168,-0.747,0.418
1870,1908,11,-0.806,0.225,-0.845,0.138,-0.578,0.37
1871,1908,12,-0.517,0.212,-0.755,0.235,-0.298,0.442
1872,1909,1,-1.177,0.29,-1.419,0.269,-0.737,0.391
1873,1909,2,-0.45,0.276,-0.33,0.273,-0.613,0.534
1874,1909,3,-0.625,0.216,-0.553,0.143,-0.519,0.443
1875,1909,4,-0.674,0.298,-0.742,0.151,-0.597,0.454
1876,1909,5,-0.656,0.313,-0.448,0.142,-0.785,0.456
1877,1909,6,-0.483,0.247,-0.407,0.115,-0.286,0.469
1878,1909,7,-0.263,0.32,-0.153,0.101,-0.331,0.485
1879,1909,8,-0.1,0.349,0.004,0.128,-0.069,0.455
1880,1909,9,-0.187,0.268,-0.069,0.131,-0.213,0.425
1881,1909,10,-0.063,0.24,-0.097,0.138,-0.277,0.382
1882,1909,11,0.175,0.229,0.441,0.202,-0.356,0.405
1883,1909,12,-0.329,0.239,-0.339,0.219,-0.731,0.405
1884,1910,1,-0.14,0.321,-0.082,0.227,-0.459,0.444
1885,1910,2,-0.33,0.267,-0.219,0.198,-0.48,0.411
1886,1910,3,-0.583,0.223,-0.371,0.242,-0.848,0.462
1887,1910,4,-0.133,0.267,-0.125,0.155,-0.306,0.376
1888,1910,5,-0.295,0.303,-0.153,0.113,-0.353,0.444
1889,1910,6,-0.34,0.274,-0.307,0.193,-0.101,0.371
1890,1910,7,-0.072,0.339,0.02,0.177,-0.138,0.437
1891,1910,8,-0.163,0.348,-0.11,0.141,0.035,0.453
1892,1910,9,-0.343,0.271,-0.369,0.152,-0.049,0.379
1893,1910,10,-0.237,0.207,-0.153,0.156,-0.764,0.354
1894,1910,11,-0.75,0.234,-0.673,0.131,-0.838,0.389
1895,1910,12,-0.902,0.274,-1.115,0.217,-0.784,0.428
1896,1911,1,-0.909,0.273,-1.041,0.188,-0.797,0.47
1897,1911,2,-0.705,0.284,-0.684,0.164,-0.627,0.397
1898,1911,3,-0.852,0.216,-0.716,0.182,-0.927,0.403
1899,1911,4,-0.254,0.281,-0.139,0.123,-0.704,0.397
1900,1911,5,-0.483,0.286,-0.295,0.151,-0.644,0.4
1901,1911,6,-0.394,0.264,-0.138,0.18,-0.728,0.433
1902,1911,7,-0.286,0.323,-0.158,0.122,-0.431,0.445
1903,1911,8,-0.401,0.338,-0.223,0.114,-0.563,0.442
1904,1911,9,-0.474,0.259,-0.345,0.121,-0.57,0.387
1905,1911,10,0.005,0.209,-0.012,0.137,-0.266,0.342
1906,1911,11,-0.13,0.215,-0.12,0.165,-0.004,0.341
1907,1911,12,-0.166,0.213,-0.371,0.207,-0.031,0.394
1908,1912,1,-0.169,0.227,-0.364,0.263,0.142,0.383
1909,1912,2,0.103,0.32,0.158,0.188,0.066,0.43
1910,1912,3,-0.915,0.2,-1.056,0.152,-0.264,0.42
1911,1912,4,-0.014,0.267,-0.031,0.137,-0.127,0.395
1912,1912,5,-0.038,0.29,0.06,0.152,0.042,0.394
1913,1912,6,0.01,0.247,0.152,0.116,0.013,0.36
1914,1912,7,-0.605,0.314,-0.562,0.126,-0.441,0.433
1915,1912,8,-0.773,0.337,-0.815,0.143,-0.291,0.433
1916,1912,9,-0.882,0.261,-0.995,0.133,-0.328,0.442
1917,1912,10,-0.904,0.207,-1.265,0.114,-0.268,0.374
1918,1912,11,-0.528,0.198,-0.541,0.166,-0.355,0.367
1919,1912,12,-0.531,0.206,-0.804,0.2,-0.281,0.378
1920,1913,1,-0.488,0.224,-0.631,0.139,-0.322,0.315
1921,1913,2,-0.802,0.28,-0.898,0.187,-0.391,0.477
1922,1913,3,-0.728,0.232,-0.637,0.118,-0.681,0.349
1923,1913,4,-0.256,0.264,-0.416,0.148,-0.037,0.366
1924,1913,5,-0.562,0.286,-0.496,0.192,-0.459,0.394
1925,1913,6,-0.458,0.267,-0.345,0.182,-0.407,0.406
1926,1913,7,-0.195,0.324,-0.314,0.172,0.308,0.4
1927,1913,8,-0.155,0.342,-0.099,0.133,0.018,0.439
1928,1913,9,-0.337,0.257,-0.249,0.148,-0.324,0.371
1929,1913,10,-0.178,0.195,-0.349,0.179,-0.047,0.403
1930,1913,11,-0.024,0.211,0.057,0.18,-0.048,0.385
1931,1913,12,0.525,0.226,0.539,0.226,0.089,0.476
1932,1914,1,0.819,0.247,1.009,0.213,0.177,0.415
1933,1914,2,0.077,0.296,0.141,0.144,0.07,0.395
1934,1914,3,-0.296,0.275,-0.294,0.118,-0.014,0.356
1935,1914,4,-0.192,0.248,-0.369,0.124,0.074,0.388
1936,1914,5,0.023,0.306,0.089,0.132,0.118,0.44
1937,1914,6,0.041,0.26,0.061,0.122,0.328,0.361
1938,1914,7,-0.042,0.321,-0.036,0.14,0.2,0.418
1939,1914,8,-0.148,0.333,-0.1,0.11,0.049,0.445
1940,1914,9,-0.165,0.247,-0.188,0.163,0.112,0.385
1941,1914,10,0.189,0.218,0.052,0.146,0.203,0.355
1942,1914,11,-0.272,0.219,-0.314,0.182,-0.04,0.358
1943,1914,12,0.034,0.224,-0.121,0.175,0.02,0.389
1944,1915,1,-0.272,0.275,-0.374,0.134,-0.181,0.326
1945,1915,2,0.111,0.247,0.054,0.175,0.415,0.335
1946,1915,3,-0.119,0.256,-0.117,0.154,0.142,0.391
1947,1915,4,0.417,0.27,0.384,0.116,0.381,0.366
1948,1915,5,0.169,0.314,0.303,0.141,0.174,0.434
1949,1915,6,-0.178,0.274,-0.053,0.18,-0.11,0.35
1950,1915,7,0.038,0.349,-0.03,0.205,0.478,0.412
1951,1915,8,-0.14,0.352,-0.133,0.143,0.185,0.438
1952,1915,9,-0.276,0.248,-0.336,0.147,0.133,0.377
1953,1915,10,-0.271,0.214,-0.52,0.165,0.02,0.352
1954,1915,11,0.127,0.206,0.23,0.198,-0.0,0.349
1955,1915,12,-0.017,0.242,-0.106,0.193,-0.176,0.336
1956,1916,1,0.027,0.261,0.036,0.182,-0.193,0.421
1957,1916,2,-0.172,0.257,-0.141,0.185,-0.082,0.382
1958,1916,3,-0.406,0.229,-0.349,0.136,-0.278,0.356
1959,1916,4,-0.215,0.251,-0.246,0.169,-0.251,0.366
1960,1916,5,-0.344,0.288,-0.291,0.153,-0.047,0.387
1961,1916,6,-0.573,0.256,-0.457,0.143,-0.479,0.381
1962,1916,7,-0.316,0.319,-0.174,0.161,-0.497,0.397
1963,1916,8,-0.305,0.352,-0.212,0.156,-0.248,0.442
1964,1916,9,-0.385,0.256,-0.49,0.156,0.164,0.37
1965,1916,10,-0.212,0.209,-0.351,0.173,-0.195,0.367
1966,1916,11,-0.468,0.257,-0.314,0.213,-0.776,0.322
1967,1916,12,-1.251,0.241,-1.581,0.18,-0.819,0.407
1968,1917,1,-0.431,0.321,-0.472,0.272,-0.555,0.48
1969,1917,2,-0.84,0.309,-0.717,0.218,-1.084,0.413
1970,1917,3,-0.822,0.195,-0.764,0.138,-0.693,0.374
1971,1917,4,-0.461,0.247,-0.446,0.191,-0.684,0.434
1972,1917,5,-0.891,0.297,-0.733,0.126,-1.037,0.416
1973,1917,6,-0.622,0.268,-0.462,0.161,-0.616,0.371
1974,1917,7,-0.129,0.323,-0.08,0.147,-0.104,0.425
1975,1917,8,-0.419,0.34,-0.237,0.111,-0.561,0.442
1976,1917,9,-0.378,0.276,-0.238,0.146,-0.457,0.382
1977,1917,10,-0.689,0.215,-0.837,0.162,-0.666,0.372
1978,1917,11,-0.244,0.215,-0.026,0.26,-0.705,0.412
1979,1917,12,-1.312,0.229,-1.669,0.241,-0.846,0.349
1980,1918,1,-0.628,0.228,-0.599,0.153,-0.936,0.383
1981,1918,2,-0.682,0.24,-0.515,0.147,-0.978,0.365
1982,1918,3,-0.43,0.208,-0.13,0.152,-0.931,0.382
1983,1918,4,-0.651,0.261,-0.718,0.111,-0.619,0.366
1984,1918,5,-0.809,0.292,-0.774,0.104,-0.581,0.414
1985,1918,6,-0.536,0.252,-0.554,0.136,-0.179,0.416
1986,1918,7,-0.364,0.322,-0.269,0.163,-0.453,0.409
1987,1918,8,-0.466,0.343,-0.353,0.135,-0.425,0.42
1988,1918,9,-0.219,0.26,-0.141,0.122,-0.242,0.402
1989,1918,10,0.176,0.211,0.15,0.118,-0.143,0.324
1990,1918,11,-0.369,0.183,-0.409,0.153,-0.156,0.352
1991,1918,12,-0.766,0.201,-1.146,0.203,-0.196,0.377
1992,1919,1,-0.375,0.238,-0.569,0.184,-0.079,0.35
1993,1919,2,-0.328,0.399,-0.302,0.178,-0.245,0.458
1994,1919,3,-0.522,0.233,-0.57,0.155,-0.225,0.407
1995,1919,4,0.195,0.321,0.06,0.1,0.355,0.362
1996,1919,5,-0.333,0.325,-0.422,0.152,0.177,0.409
1997,1919,6,-0.239,0.27,-0.261,0.13,0.102,0.392
1998,1919,7,-0.073,0.347,-0.087,0.156,0.092,0.451
1999,1919,8,-0.108,0.35,0.074,0.118,-0.377,0.486
2000,1919,9,-0.131,0.271,-0.004,0.119,-0.297,0.405
2001,1919,10,0.108,0.194,0.042,0.169,-0.118,0.39
2002,1919,11,-0.574,0.236,-0.648,0.148,-0.269,0.367
2003,1919,12,-0.379,0.255,-0.67,0.233,-0.057,0.417
2004,1920,1,0.29,0.26,0.369,0.18,-0.118,0.401
2005,1920,2,-0.443,0.249,-0.474,0.14,-0.26,0.391
2006,1920,3,-0.018,0.224,0.231,0.115,-0.433,0.376
2007,1920,4,0.018,0.302,0.057,0.131,-0.299,0.442
2008,1920,5,-0.188,0.31,-0.089,0.126,-0.174,0.399
2009,1920,6,-0.377,0.252,-0.271,0.14,-0.373,0.391
2010,1920,7,-0.113,0.327,0.032,0.142,-0.332,0.418
2011,1920,8,-0.239,0.35,-0.077,0.143,-0.394,0.438
2012,1920,9,-0.321,0.263,-0.281,0.139,-0.218,0.383
2013,1920,10,-0.221,0.209,-0.341,0.16,-0.285,0.344
2014,1920,11,-0.526,0.249,-0.604,0.143,-0.268,0.395
2015,1920,12,-0.965,0.235,-1.261,0.154,-0.655,0.335
2016,1921,1,0.412,0.216,0.657,0.179,-0.391,0.372
2017,1921,2,-0.029,0.223,0.156,0.154,-0.34,0.373
2018,1921,3,-0.225,0.199,-0.033,0.135,-0.455,0.383
2019,1921,4,0.008,0.269,0.076,0.104,-0.327,0.409
2020,1921,5,-0.111,0.292,-0.157,0.145,0.345,0.407
2021,1921,6,-0.023,0.24,0.104,0.149,-0.131,0.429
2022,1921,7,0.056,0.31,0.274,0.131,-0.381,0.4
2023,1921,8,-0.372,0.341,-0.222,0.133,-0.478,0.425
2024,1921,9,-0.23,0.245,-0.151,0.142,-0.253,0.376
2025,1921,10,0.032,0.242,-0.003,0.141,-0.324,0.357
2026,1921,11,-0.229,0.222,-0.129,0.166,-0.364,0.342
2027,1921,12,0.057,0.242,0.024,0.229,-0.279,0.42
2028,1922,1,-0.433,0.255,-0.549,0.155,-0.321,0.401
2029,1922,2,-0.804,0.319,-0.969,0.127,-0.284,0.323
2030,1922,3,-0.12,0.221,0.038,0.168,-0.21,0.364
2031,1922,4,0.084,0.257,0.044,0.177,0.095,0.363
2032,1922,5,-0.245,0.298,-0.114,0.125,-0.232,0.436
2033,1922,6,-0.152,0.262,0.013,0.142,-0.319,0.389
2034,1922,7,-0.122,0.316,-0.027,0.134,-0.248,0.425
2035,1922,8,-0.363,0.342,-0.258,0.13,-0.372,0.443
2036,1922,9,-0.378,0.279,-0.415,0.16,-0.112,0.381
2037,1922,10,-0.207,0.232,-0.242,0.174,-0.494,0.341
2038,1922,11,-0.048,0.239,0.021,0.166,-0.096,0.432
2039,1922,12,0.052,0.25,0.04,0.157,-0.336,0.414
2040,1923,1,-0.055,0.231,0.014,0.166,-0.403,0.389
2041,1923,2,-0.622,0.254,-0.763,0.135,-0.119,0.407
2042,1923,3,-0.426,0.233,-0.446,0.157,-0.065,0.349
2043,1923,4,-0.549,0.272,-0.748,0.127,-0.199,0.378
2044,1923,5,-0.469,0.295,-0.436,0.144,-0.304,0.389
2045,1923,6,-0.234,0.243,-0.184,0.168,-0.13,0.406
2046,1923,7,-0.419,0.322,-0.271,0.126,-0.704,0.413
2047,1923,8,-0.332,0.333,-0.141,0.115,-0.614,0.41
2048,1923,9,-0.259,0.266,-0.105,0.138,-0.421,0.386
2049,1923,10,0.223,0.21,0.331,0.091,-0.427,0.311
2050,1923,11,0.266,0.223,0.491,0.147,-0.161,0.34
2051,1923,12,0.276,0.235,0.312,0.166,-0.18,0.303
2052,1924,1,-0.261,0.217,-0.367,0.146,-0.162,0.384
2053,1924,2,-0.288,0.27,-0.173,0.154,-0.408,0.365
2054,1924,3,0.049,0.202,0.239,0.138,-0.105,0.334
2055,1924,4,-0.36,0.25,-0.291,0.121,-0.668,0.335
2056,1924,5,-0.171,0.303,-0.035,0.131,-0.22,0.402
2057,1924,6,-0.185,0.248,-0.146,0.128,-0.025,0.387
2058,1924,7,-0.095,0.322,-0.021,0.103,-0.106,0.396
2059,1924,8,-0.292,0.335,-0.063,0.109,-0.68,0.398
2060,1924,9,-0.201,0.279,-0.054,0.18,-0.405,0.406
2061,1924,10,-0.081,0.215,-0.054,0.156,-0.529,0.352
2062,1924,11,0.291,0.206,0.619,0.166,-0.401,0.38
2063,1924,12,-0.159,0.214,-0.207,0.171,-0.444,0.397
2064,1925,1,-0.298,0.213,-0.151,0.166,-0.864,0.491
2065,1925,2,-0.512,0.273,-0.458,0.185,-0.514,0.468
2066,1925,3,-0.234,0.26,-0.019,0.161,-0.46,0.369
2067,1925,4,0.084,0.265,0.095,0.148,-0.074,0.364
2068,1925,5,-0.324,0.297,-0.231,0.146,-0.273,0.373
2069,1925,6,-0.435,0.261,-0.349,0.168,-0.395,0.391
2070,1925,7,-0.345,0.32,-0.19,0.163,-0.592,0.39
2071,1925,8,-0.157,0.328,-0.059,0.163,-0.162,0.425
2072,1925,9,-0.167,0.252,0.122,0.161,-0.67,0.353
2073,1925,10,-0.109,0.192,-0.074,0.117,-0.488,0.335
2074,1925,11,0.233,0.195,0.417,0.195,-0.042,0.333
2075,1925,12,0.717,0.217,0.764,0.244,0.243,0.36
2076,1926,1,0.862,0.251,1.071,0.13,0.149,0.397
2077,1926,2,0.493,0.269,0.507,0.09,0.618,0.402
2078,1926,3,0.489,0.257,0.718,0.135,0.233,0.401
2079,1926,4,-0.131,0.276,-0.273,0.127,0.097,0.377
2080,1926,5,-0.443,0.305,-0.322,0.128,-0.499,0.39
2081,1926,6,-0.282,0.249,-0.261,0.156,-0.01,0.358
2082,1926,7,-0.242,0.322,-0.183,0.157,-0.273,0.402
2083,1926,8,-0.074,0.35,0.019,0.149,-0.085,0.419
2084,1926,9,-0.074,0.264,-0.048,0.143,0.104,0.352
2085,1926,10,0.255,0.21,0.214,0.149,0.046,0.375
2086,1926,11,0.156,0.196,0.22,0.188,0.155,0.436
2087,1926,12,-0.331,0.212,-0.468,0.136,-0.368,0.376
2088,1927,1,-0.31,0.23,-0.453,0.152,-0.099,0.349
2089,1927,2,-0.246,0.248,-0.211,0.18,-0.169,0.347
2090,1927,3,-0.695,0.296,-0.753,0.089,-0.194,0.375
2091,1927,4,-0.294,0.295,-0.322,0.13,-0.362,0.38
2092,1927,5,-0.221,0.29,-0.025,0.112,-0.437,0.399
2093,1927,6,-0.28,0.257,-0.153,0.132,-0.308,0.381
2094,1927,7,-0.11,0.321,0.064,0.125,-0.419,0.399
2095,1927,8,-0.253,0.333,-0.127,0.112,-0.285,0.41
2096,1927,9,0.09,0.27,0.254,0.135,-0.116,0.413
2097,1927,10,0.593,0.248,0.621,0.119,0.194,0.341
2098,1927,11,0.185,0.198,0.221,0.127,0.276,0.339
2099,1927,12,-0.459,0.221,-0.691,0.144,-0.212,0.312
2100,1928,1,0.356,0.208,0.487,0.15,-0.165,0.318
2101,1928,2,0.118,0.272,0.228,0.14,-0.011,0.334
2102,1928,3,-0.355,0.237,-0.382,0.107,-0.079,0.33
2103,1928,4,-0.128,0.306,-0.332,0.124,0.323,0.392
2104,1928,5,-0.229,0.303,-0.057,0.139,-0.275,0.39
2105,1928,6,-0.455,0.242,-0.397,0.153,-0.238,0.333
2106,1928,7,-0.122,0.312,-0.049,0.156,-0.167,0.41
2107,1928,8,-0.24,0.329,-0.145,0.127,-0.168,0.406
2108,1928,9,-0.134,0.257,-0.126,0.147,0.082,0.365
2109,1928,10,0.163,0.191,0.057,0.11,0.095,0.326
2110,1928,11,0.181,0.24,0.201,0.182,0.303,0.357
2111,1928,12,0.181,0.221,0.119,0.188,-0.008,0.376
2112,1929,1,-0.616,0.206,-0.889,0.144,-0.091,0.448
2113,1929,2,-1.1,0.256,-1.429,0.122,-0.106,0.347
2114,1929,3,-0.249,0.227,-0.014,0.128,-0.557,0.346
2115,1929,4,-0.307,0.277,-0.289,0.106,-0.486,0.401
2116,1929,5,-0.499,0.316,-0.329,0.113,-0.608,0.413
2117,1929,6,-0.634,0.249,-0.582,0.143,-0.429,0.34
2118,1929,7,-0.49,0.317,-0.45,0.112,-0.449,0.398
2119,1929,8,-0.297,0.336,-0.156,0.099,-0.342,0.423
2120,1929,9,-0.336,0.257,-0.353,0.143,-0.203,0.346
2121,1929,10,0.132,0.22,0.045,0.133,-0.018,0.37
2122,1929,11,-0.017,0.238,-0.02,0.152,0.144,0.325
2123,1929,12,-1.157,0.243,-1.518,0.181,-0.642,0.314
2124,1930,1,-0.295,0.291,-0.409,0.155,-0.261,0.36
2125,1930,2,-0.14,0.239,-0.11,0.138,-0.027,0.307
2126,1930,3,0.172,0.239,0.421,0.134,-0.166,0.366
2127,1930,4,-0.244,0.271,-0.257,0.088,-0.292,0.367
2128,1930,5,-0.351,0.293,-0.251,0.105,-0.318,0.398
2129,1930,6,-0.219,0.253,-0.25,0.111,0.139,0.346
2130,1930,7,0.023,0.325,0.109,0.096,-0.056,0.398
2131,1930,8,-0.026,0.329,0.173,0.097,-0.301,0.416
2132,1930,9,-0.294,0.253,-0.231,0.094,-0.286,0.358
2133,1930,10,-0.059,0.213,-0.077,0.099,-0.322,0.314
2134,1930,11,0.403,0.215,0.597,0.11,0.035,0.315
2135,1930,12,0.106,0.24,0.033,0.159,-0.118,0.411
2136,1931,1,0.045,0.208,0.029,0.166,-0.097,0.352
2137,1931,2,-0.542,0.213,-0.765,0.152,0.176,0.335
2138,1931,3,-0.108,0.19,0.018,0.124,-0.081,0.301
2139,1931,4,-0.24,0.251,-0.265,0.093,-0.289,0.363
2140,1931,5,-0.416,0.293,-0.36,0.128,-0.289,0.368
2141,1931,6,0.01,0.237,0.249,0.103,-0.339,0.333
2142,1931,7,0.164,0.311,0.327,0.115,-0.154,0.389
2143,1931,8,0.167,0.335,0.388,0.093,-0.188,0.408
2144,1931,9,0.139,0.26,0.4,0.128,-0.318,0.356
2145,1931,10,0.637,0.195,0.812,0.134,-0.178,0.31
2146,1931,11,0.092,0.198,0.425,0.158,-0.642,0.322
2147,1931,12,0.319,0.197,0.309,0.189,-0.073,0.322
2148,1932,1,0.936,0.235,1.077,0.172,0.409,0.351
